Date,Name,X,Y,Demand,W_S,W_F,Service_time,N_V,C_V1,C_V2,C_V3
20240303,行善店,356356.893,2772767.611,6,0,86400,600,4,180,180,180
20240303,行善公宅店,356097.196,2772584.503,13,0,86400,600,4,180,180,180
20240303,民善店,355641.817,2772316.906,8,0,86400,600,4,180,180,180
20240303,行美店,355981.323,2772023.246,7,0,86400,600,4,180,180,180
20240303,新成鑫店,356351.469,2770848.59,1,0,86400,600,4,180,180,180
20240303,協和店,356254.178,2770680.117,6,0,86400,600,4,180,180,180
20240303,港福店,357145.291,2770300.845,6,0,86400,600,4,180,180,180
20240303,新昆陽店,357354.949,2771477.987,4,0,86400,600,4,180,180,180
20240303,港成店,357244.55,2771968.478,5,0,86400,600,4,180,180,180
20240303,小彎公宅店,357313.808,2772357.857,13,0,86400,600,4,180,180,180
20240303,向陽店,357534.235,2772028.88,11,0,86400,600,4,180,180,180
20240303,中視店,358094.986,2772140.491,14,0,86400,600,4,180,180,180
20240303,南港公宅店,358427.381,2771981.734,9,0,86400,600,4,180,180,180
20240303,興華店,358516.977,2772109.03,10,0,86400,600,4,180,180,180
20240303,重陽店,357823.311,2772207.091,1,0,86400,600,4,180,180,180
20240303,東安店,359559.111,2773419.493,10,0,86400,600,4,180,180,180
20240303,汐止鑫湖店,360129.825,2773357.306,3,0,86400,600,4,180,180,180
20240303,康福店,359864.893,2773616.193,7,0,86400,600,4,180,180,180
20240303,湖東店,359826.452,2773741.05,9,0,86400,600,4,180,180,180
20240303,新內湖店,356925.078,2773819.681,6,0,86400,600,4,180,180,180
20240303,湖興店,356880.865,2773411.212,5,0,86400,600,4,180,180,180
20240303,三民店,356562.874,2773545.424,4,0,86400,600,4,180,180,180
20240303,德陽店,355947.099,2774446.989,5,0,86400,600,4,180,180,180
20240303,瑞陽店,356304.1,2774492.322,11,0,86400,600,4,180,180,180
20240303,汐止興中店,361219.223,2773081.775,9,0,86400,600,4,180,180,180
20240303,汐止長虹店,361330.145,2773227.27,4,0,86400,600,4,180,180,180
20240303,汐止福德店,361739.111,2773587.571,6,0,86400,600,4,180,180,180
20240303,汐止福旺店,361779.714,2773416.123,3,0,86400,600,4,180,180,180
20240303,汐止新樹店,362100.018,2773540.519,3,0,86400,600,4,180,180,180
20240303,汐止樟福店,362239.808,2773214.738,2,0,86400,600,4,180,180,180
20240303,汐止樟中店,362194.011,2773057.462,9,0,86400,600,4,180,180,180
20240303,國立教育店,352509.442,2768574.801,13,0,86400,600,4,180,180,180
20240303,敦安店,352915.317,2769742.703,14,0,86400,600,4,180,180,180
20240303,和信店,353106.189,2769754.085,9,0,86400,600,4,180,180,180
20240303,義和店,353297.606,2769707.058,15,0,86400,600,4,180,180,180
20240303,光復南路店,353691.926,2769865.632,7,0,86400,600,4,180,180,180
20240303,國父紀念館店,353625.778,2770310.738,10,0,86400,600,4,180,180,180
20240303,忠孝光復店,353530.085,2770524.594,2,0,86400,600,4,180,180,180
20240303,光新店,353618.408,2770012.249,11,0,86400,600,4,180,180,180
20240303,吉泰店,353352.038,2770063.196,15,0,86400,600,4,180,180,180
20240303,國泰店,353235.271,2770016.848,10,0,86400,600,4,180,180,180
20240303,新貿店,353773.176,2769652.851,10,0,86400,600,4,180,180,180
20240303,忠信店,355453.529,2770499.437,15,0,86400,600,4,180,180,180
20240303,大道店,356178.662,2770453.011,7,0,86400,600,4,180,180,180
20240303,協和店,356254.178,2770680.117,14,0,86400,600,4,180,180,180
20240303,新成鑫店,356351.469,2770848.59,8,0,86400,600,4,180,180,180
20240303,欣松春店,355713.782,2770721.319,13,0,86400,600,4,180,180,180
20240303,厚雅店,354771.066,2770729.386,6,0,86400,600,4,180,180,180
20240303,永隆店,354431.669,2770602.111,5,0,86400,600,4,180,180,180
20240303,新忠隆店,354622.236,2770581.384,1,0,86400,600,4,180,180,180
20240303,聯合店,354249.165,2770650.414,1,0,86400,600,4,180,180,180
20240303,建南店,351556.26,2770550.268,7,0,86400,600,4,180,180,180
20240303,濟南二店,351234.804,2770454.567,14,0,86400,600,4,180,180,180
20240303,新北科店,351196.72,2770866.909,14,0,86400,600,4,180,180,180
20240303,北科店,351651.361,2770806.472,15,0,86400,600,4,180,180,180
20240303,昌隆店,351864.837,2770824.725,15,0,86400,600,4,180,180,180
20240303,懷生店,352283.176,2769749.399,13,0,86400,600,4,180,180,180
20240303,興忠店,352222.571,2770379.988,3,0,86400,600,4,180,180,180
20240303,正興店,351991.937,2770553.905,15,0,86400,600,4,180,180,180
20240303,金信店,350610.448,2769744.952,2,0,86400,600,4,180,180,180
20240303,新生南路店,351160.973,2769794.003,3,0,86400,600,4,180,180,180
20240303,大森店,351469.953,2769777.842,3,0,86400,600,4,180,180,180
20240303,信美店,351794.203,2769640.301,10,0,86400,600,4,180,180,180
20240303,義興店,352286.322,2769692.886,15,0,86400,600,4,180,180,180
20240303,復豪店,352203.26,2769881.517,4,0,86400,600,4,180,180,180
20240303,復豐店,352283.176,2769749.399,6,0,86400,600,4,180,180,180
