Date,Name,X,Y,Demand,W_S,W_F,Service_time,N_V,C_V1,C_V2,C_V3
20240320,汐止龍安店,363391.37,2772906.296,13,0,86400,600,3,180,180,180
20240320,羅中店,350039.07,2769117.415,7,0,86400,600,3,180,180,180
20240320,潮州店,350284.789,2769228.205,11,0,86400,600,3,180,180,180
20240320,古亭店,350297.202,2768734.515,8,0,86400,600,3,180,180,180
20240320,台師店,350546.342,2768838.36,2,0,86400,600,3,180,180,180
20240320,師大店,350704.452,2768588.015,8,0,86400,600,3,180,180,180
20240320,泰順店,350991.257,2768793.386,7,0,86400,600,3,180,180,180
20240320,和新店,351481.812,2768825.945,3,0,86400,600,3,180,180,180
20240320,三富店,354254.153,2772723.906,3,0,86400,600,3,180,180,180
20240320,松民店,354167.603,2772507.072,7,0,86400,600,3,180,180,180
20240320,新德光店,353326.052,2771084.199,2,0,86400,600,3,180,180,180
20240320,富錦店,354468.539,2772743.838,7,0,86400,600,3,180,180,180
20240320,昇東店,354541.158,2772531.341,8,0,86400,600,3,180,180,180
20240320,汐止新水蓮店,361255.457,2774325.112,5,0,86400,600,3,180,180,180
20240320,汐止鑫峰店,360906.741,2773698.995,6,0,86400,600,3,180,180,180
20240320,汐止伯爵店,361839.735,2774798.547,6,0,86400,600,3,180,180,180
20240320,汐止湖前店,361174.558,2773645.829,8,0,86400,600,3,180,180,180
20240320,汐止祥雲店,362604.246,2775807.436,4,0,86400,600,3,180,180,180
20240320,汐止興萬店,362997.855,2774484.337,14,0,86400,600,3,180,180,180
20240320,汐止龍安店,363391.37,2772906.296,14,0,86400,600,3,180,180,180
20240320,汐止興龍店,363464.312,2772918.662,11,0,86400,600,3,180,180,180
20240320,汐止新興店,363675.229,2773018.531,14,0,86400,600,3,180,180,180
20240320,汐止站前店,364316.586,2773426.563,6,0,86400,600,3,180,180,180
20240320,汐止新忠孝店,364330.567,2773335.612,8,0,86400,600,3,180,180,180
20240320,汐止橋東店,364619.3,2773710.454,9,0,86400,600,3,180,180,180
20240320,汐止龍安店,363391.37,2772906.296,13,0,86400,600,3,180,180,180
