Date,Number,Name,X,Y,Demand,W_S,W_F,Service_time,N_V,C_V1,C_V2,C_V3
20240301,0,瑞芳,375487.619,2777331.953,0,0,86400,0,8,1800,1800,1800
20240301,10378,全家中和永貞店,349236.965,2766441.546,6,0,86400,600,8,1800,1800,1800
20240301,52255,全家中和新秀店,350446.467,2765535.087,6,0,86400,600,8,1800,1800,1800
20240301,12894,全家中和環球店,345139.638,2766981.809,3,0,86400,600,8,1800,1800,1800
20240301,52825,全家中和光明店,344660.461,2766557.852,2,0,86400,600,8,1800,1800,1800
20240301,10976,全家中和華福店,344292.551,2765697.293,11,0,86400,600,8,1800,1800,1800
20240301,57078,全家中和金原店,346378.985,2767272.117,2,0,86400,600,8,1800,1800,1800
20240301,10648,全家中和中和店,349071.182,2766473.128,11,0,86400,600,8,1800,1800,1800
20240301,61511,全家中和大智店,350069.245,2765191.332,3,0,86400,600,8,1800,1800,1800
20240301,12907,全家中和華順店,344401.216,2765892.147,3,0,86400,600,8,1800,1800,1800
20240301,54986,全家中和德民店,345857.098,2767192.701,14,0,86400,600,8,1800,1800,1800
20240301,52373,全家中和勝鴻店,348049.377,2766783.298,15,0,86400,600,8,1800,1800,1800
20240301,50305,全家中和水源店,348529.595,2766508.325,5,0,86400,600,8,1800,1800,1800
20240301,12294,全家中和民德店,344402.415,2765439.508,15,0,86400,600,8,1800,1800,1800
20240301,59620,全家中和秀吉店,350046.272,2765559.337,4,0,86400,600,8,1800,1800,1800
20240301,15567,全家中和萊陽店,348190.493,2766556.771,6,0,86400,600,8,1800,1800,1800
20240301,16021,全家中和漢陽店,345055.463,2766775.664,9,0,86400,600,8,1800,1800,1800
20240301,60255,全家中和員科店,345741.234,2766965.341,13,0,86400,600,8,1800,1800,1800
20240301,52618,全家中和錦順店,346720.222,2764824.1,0,0,86400,600,8,1800,1800,1800
20240301,15959,全家中和中鼎店,349022.585,2766235.534,5,0,86400,600,8,1800,1800,1800
20240301,16634,全家中和德穗店,344852.361,2766554.068,3,0,86400,600,8,1800,1800,1800
20240301,50946,全家中和中漢店,345143.348,2766799.463,9,0,86400,600,8,1800,1800,1800
20240301,52448,全家中和興國店,344784.91,2766116.649,3,0,86400,600,8,1800,1800,1800
20240301,11584,全家中和華夏店,348438.751,2764022.539,12,0,86400,600,8,1800,1800,1800
20240301,15451,全家中和中環店,345248.734,2766709.241,9,0,86400,600,8,1800,1800,1800
20240301,18709,全家中和建業店,346273.128,2767053.315,5,0,86400,600,8,1800,1800,1800
20240301,51145,全家中和莒城店,345043.23,2765959.789,9,0,86400,600,8,1800,1800,1800
20240301,14133,全家中和元氣店,345545.634,2766641.911,14,0,86400,600,8,1800,1800,1800
20240301,11024,全家中和景秀店,349727.849,2765045.045,13,0,86400,600,8,1800,1800,1800
20240301,11076,全家中和秀山店,349807.164,2765358.313,10,0,86400,600,8,1800,1800,1800
20240301,11298,全家中和自強店,345033.46,2766257.369,3,0,86400,600,8,1800,1800,1800
20240301,53129,全家中和嘉穗店,345557.938,2765820.401,12,0,86400,600,8,1800,1800,1800
20240301,50380,全家中和國院店,345734.661,2766052.925,8,0,86400,600,8,1800,1800,1800
20240301,55452,全家中和新中穗店,346088.031,2766555.111,2,0,86400,600,8,1800,1800,1800
20240301,19408,全家中和國華店,346210.951,2766698.809,12,0,86400,600,8,1800,1800,1800
20240301,60497,全家中和德勝店,346410.492,2767003.318,8,0,86400,600,8,1800,1800,1800
20240301,10050,全家中和員山店,345894.821,2766145.582,12,0,86400,600,8,1800,1800,1800
20240301,56681,全家中和員慶店,345834.8,2765382.008,2,0,86400,600,8,1800,1800,1800
20240301,11044,全家中和新生店,346124.983,2766168.769,1,0,86400,600,8,1800,1800,1800
20240301,19159,全家中和橋安店,347013.972,2766663.93,11,0,86400,600,8,1800,1800,1800
20240301,52742,全家中和新正店,346136.446,2765993.361,2,0,86400,600,8,1800,1800,1800
20240301,50998,全家中和華隆店,348687.125,2764072.398,15,0,86400,600,8,1800,1800,1800
20240301,51461,全家中和新慶店,345858.989,2765618.105,7,0,86400,600,8,1800,1800,1800
20240301,53483,全家中和仁勇店,349531.803,2765220.615,9,0,86400,600,8,1800,1800,1800
20240301,55031,全家中和連新店,345966.309,2765510.887,10,0,86400,600,8,1800,1800,1800
20240301,11376,全家中和佳和店,348026.961,2766409.085,12,0,86400,600,8,1800,1800,1800
20240301,53405,全家中和新后店,346135.868,2765494.08,13,0,86400,600,8,1800,1800,1800
20240301,10814,全家中和中安店,348931.1,2765915.758,13,0,86400,600,8,1800,1800,1800
20240301,15912,全家中和廣場店,346371.549,2765714.876,0,0,86400,600,8,1800,1800,1800
20240301,11558,全家中和橋和店,347199.529,2766711.823,9,0,86400,600,8,1800,1800,1800
20240301,51460,全家中和福美店,347586.192,2766609.956,11,0,86400,600,8,1800,1800,1800
20240301,50217,全家中和圓順店,346604.527,2766123.037,1,0,86400,600,8,1800,1800,1800
20240301,15241,全家中和福真店,347428.118,2766413.435,7,0,86400,600,8,1800,1800,1800
20240301,14458,全家中和世紀店,346419.223,2765671.133,13,0,86400,600,8,1800,1800,1800
20240301,63130,全家中和新福祥店,347746.51,2766465.356,2,0,86400,600,8,1800,1800,1800
20240301,18708,全家中和凌雲店,346897.535,2764863.708,3,0,86400,600,8,1800,1800,1800
20240301,61445,全家中和福中店,347475.137,2766324.255,12,0,86400,600,8,1800,1800,1800
20240301,51609,全家中和南中店,348150.722,2766236.859,12,0,86400,600,8,1800,1800,1800
20240301,55342,全家中和新漳和店,347761.703,2766229.331,6,0,86400,600,8,1800,1800,1800
20240301,60551,全家中和威利店,347362.893,2766241.893,0,0,86400,600,8,1800,1800,1800
20240301,11433,全家中和保健店,348604.466,2765824.533,3,0,86400,600,8,1800,1800,1800
20240301,54115,全家中和建新店,346508.44,2765852.882,1,0,86400,600,8,1800,1800,1800
20240301,11790,全家中和連福店,346416.567,2765611.359,5,0,86400,600,8,1800,1800,1800
20240301,12640,全家中和摩天店,349436.672,2765169.374,9,0,86400,600,8,1800,1800,1800
20240301,12613,全家中和遠建店,346568.86,2765740.033,0,0,86400,600,8,1800,1800,1800
20240301,12803,全家中和勝平店,347702.336,2765900.931,3,0,86400,600,8,1800,1800,1800
20240301,56490,全家中和勝華店,348260.825,2765731.254,5,0,86400,600,8,1800,1800,1800
20240301,11557,全家中和連勝店,347187.229,2765743.051,7,0,86400,600,8,1800,1800,1800
20240301,12991,全家中和和連店,346926.298,2765624.075,1,0,86400,600,8,1800,1800,1800
20240301,57717,全家中和烘爐店,348216.07,2764234.531,1,0,86400,600,8,1800,1800,1800
20240301,50568,全家中和安勝店,347565.054,2765721.989,9,0,86400,600,8,1800,1800,1800
20240301,12578,全家中和錦中店,346824.879,2765060.576,12,0,86400,600,8,1800,1800,1800
20240301,54485,全家中和錦福店,346787.769,2765552.754,8,0,86400,600,8,1800,1800,1800
20240301,11573,全家中和安邦店,347553.278,2765504.727,13,0,86400,600,8,1800,1800,1800
20240301,63420,全家中和左岸店,346554.801,2767169.476,12,0,86400,600,8,1800,1800,1800
20240301,62127,全家東森一號店,349307.523,2765203.187,15,0,86400,600,8,1800,1800,1800
20240301,50092,全家中和景會店,347876.924,2765558.821,3,0,86400,600,8,1800,1800,1800
20240301,50943,全家中和安樂店,349071.185,2765383.293,14,0,86400,600,8,1800,1800,1800
20240301,55781,全家中和景明店,348495.897,2765483.469,6,0,86400,600,8,1800,1800,1800
20240301,50042,全家中和力行店,347381.698,2765383.955,0,0,86400,600,8,1800,1800,1800
20240301,12659,全家中和新平店,348680.074,2765352.764,13,0,86400,600,8,1800,1800,1800
20240301,10520,全家中和圓通店,347104.574,2765016.481,5,0,86400,600,8,1800,1800,1800
20240301,53328,全家中和朕新店,349247.293,2765026.997,15,0,86400,600,8,1800,1800,1800
20240301,58388,全家中和捷勝店,348299.021,2765417.949,15,0,86400,600,8,1800,1800,1800
20240301,11240,全家中和景平店,348314.686,2765327.091,14,0,86400,600,8,1800,1800,1800
20240301,54037,全家中和圓峰店,347296.512,2765265.382,3,0,86400,600,8,1800,1800,1800
20240301,57923,全家中和雙捷店,349144.701,2764602.966,15,0,86400,600,8,1800,1800,1800
20240301,11866,全家中和景欣店,349039.01,2764931.33,11,0,86400,600,8,1800,1800,1800
20240301,52318,全家中和鎮順店,347598.816,2765227.691,4,0,86400,600,8,1800,1800,1800
20240301,11379,全家中和和興店,348084.337,2765282.213,5,0,86400,600,8,1800,1800,1800
20240301,12087,全家中和中興店,347782.256,2765170.343,12,0,86400,600,8,1800,1800,1800
20240301,11380,全家中和和平店,348640.006,2765006.748,14,0,86400,600,8,1800,1800,1800
20240301,14283,全家中和巴黎店,347856.736,2764881.679,11,0,86400,600,8,1800,1800,1800
20240301,51816,全家中和新忠店,348817.907,2764133.09,3,0,86400,600,8,1800,1800,1800
20240301,19031,全家中和平興店,348778.876,2764929.556,9,0,86400,600,8,1800,1800,1800
20240301,60359,全家中和秀欣店,348036.978,2764937.375,12,0,86400,600,8,1800,1800,1800
20240301,18806,全家中和仁義店,348876.914,2764723.959,9,0,86400,600,8,1800,1800,1800
20240301,14461,全家中和南勢角店,348499.613,2764964.64,15,0,86400,600,8,1800,1800,1800
20240301,59037,全家中和鑫發店,348975.098,2764517.486,7,0,86400,600,8,1800,1800,1800
20240301,18989,全家中和南興店,348596.089,2764511.937,4,0,86400,600,8,1800,1800,1800
20240301,10927,全家中和新興店,348452.563,2764404.965,6,0,86400,600,8,1800,1800,1800
20240301,56133,全家中和華樹店,348581.469,2764294.308,9,0,86400,600,8,1800,1800,1800
20240301,0,瑞芳,375487.619,2777331.953,0,0,86400,0,8,1800,1800,1800
