TaskType_id,Delivery_Dt,Dept_Name,Route_seq,Car_licence,Store_id,Store_Name,Pl_M_Arrive_dt,Ac_Arrive_dt,Im_Arrive_dt
2,2024-06-25,瑞芳DC,ADDC,KPD0626,S3001888888,瑞芳ＤＣ,2024-06-24 23:00:00,6/24/2024 11:30:36 PM,
2,2024-06-25,瑞芳DC,AD01,KPD0626,1001022813,安富店,2024-06-24 23:00:00,6/24/2024 11:59:38 PM,6/25/2024 12:25:00 AM
2,2024-06-25,瑞芳DC,AD02,KPD0626,1001023435,宏勝店,2024-06-24 23:00:00,6/25/2024 12:07:46 AM,6/25/2024 12:30:00 AM
2,2024-06-25,瑞芳DC,AD03,KPD0626,1001023342,宏大店,2024-06-24 23:00:00,6/25/2024 12:07:46 AM,6/25/2024 12:35:00 AM
2,2024-06-25,瑞芳DC,AD04,KPD0626,1001022442,鑫民復店,2024-06-24 23:00:00,6/25/2024 12:19:36 AM,6/25/2024 12:40:00 AM
2,2024-06-25,瑞芳DC,AD05,KPD0626,1001016262,中央店,2024-06-24 23:00:00,6/25/2024 12:24:38 AM,6/25/2024 12:45:00 AM
2,2024-06-25,瑞芳DC,AD06,KPD0626,1001022679,京兆店,2024-06-24 23:00:00,6/25/2024 12:31:59 AM,6/25/2024 12:50:00 AM
2,2024-06-25,瑞芳DC,AD07,KPD0626,1001022919,新健康店,2024-06-24 23:00:00,6/25/2024 12:36:49 AM,6/25/2024 12:55:00 AM
2,2024-06-25,瑞芳DC,AD08,KPD0626,1001020896,松醫店,2024-06-24 23:00:00,6/25/2024 12:40:54 AM,6/25/2024 1:00:00 AM
2,2024-06-25,瑞芳DC,AD09,KPD0626,1001021716,康柏店,2024-06-24 23:00:00,6/25/2024 12:45:28 AM,6/25/2024 1:05:00 AM
2,2024-06-25,瑞芳DC,AD10,KPD0626,1001023191,新東光店,2024-06-24 23:00:00,6/25/2024 12:49:55 AM,6/25/2024 1:10:00 AM
2,2024-06-25,瑞芳DC,AD11,KPD0626,1001019198,大盛店,2024-06-24 23:00:00,6/25/2024 12:52:47 AM,6/25/2024 1:15:00 AM
