Date,Number,Name,X,Y,Demand,W_S,W_F,Service_time,N_V,C_V1,C_V2,C_V3
20240301,0,瑞芳,375487.619,2777331.953,0,0,86400,0,5,1800,1800,1800
20240301,11901,全家明曜店,353051.933,2770460.098,5,0,86400,600,5,1800,1800,1800
20240301,12742,全家國泰店,353235.271,2770016.848,4,0,86400,600,5,1800,1800,1800
20240301,51421,全家吉泰店,353352.038,2770063.196,8,0,86400,600,5,1800,1800,1800
20240301,10086,全家仁慈店,352580.912,2770086.495,5,0,86400,600,5,1800,1800,1800
20240301,14560,全家忠愛店,352409.602,2770527.687,2,0,86400,600,5,1800,1800,1800
20240301,55507,全家金信店,350610.448,2769744.952,7,0,86400,600,5,1800,1800,1800
20240301,53348,全家義和店,353297.606,2769707.058,4,0,86400,600,5,1800,1800,1800
20240301,53796,全家義安店,352631.846,2769633.57,11,0,86400,600,5,1800,1800,1800
20240301,14506,全家義興店,352286.322,2769692.886,4,0,86400,600,5,1800,1800,1800
20240301,14497,全家華視店,353551.227,2770718.673,11,0,86400,600,5,1800,1800,1800
20240301,58222,全家國父紀念館店,353625.778,2770310.738,9,0,86400,600,5,1800,1800,1800
20240301,11234,全家光新店,353618.408,2770012.249,12,0,86400,600,5,1800,1800,1800
20240301,56569,全家台師店,350546.342,2768838.36,7,0,86400,600,5,1800,1800,1800
20240301,53269,全家和茂店,352680.748,2768673.472,7,0,86400,600,5,1800,1800,1800
20240301,11020,全家和東店,352034.904,2768742.286,1,0,86400,600,5,1800,1800,1800
20240301,62801,全家國立教育店,352509.442,2768574.801,3,0,86400,600,5,1800,1800,1800
20240301,11205,全家和新店,351481.812,2768825.945,6,0,86400,600,5,1800,1800,1800
20240301,11572,全家和復店,352255.015,2768743.074,13,0,86400,600,5,1800,1800,1800
20240301,10552,全家成功店,352368.328,2768818.86,1,0,86400,600,5,1800,1800,1800
20240301,58658,全家台科店,351950.791,2767305.575,0,0,86400,600,5,1800,1800,1800
20240301,10076,全家大安店,352494.183,2770861.003,5,0,86400,600,5,1800,1800,1800
20240301,56909,全家和信店,353106.189,2769754.085,1,0,86400,600,5,1800,1800,1800
20240301,10038,全家敦安店,352915.317,2769742.703,4,0,86400,600,5,1800,1800,1800
20240301,58248,全家安富店,353054.844,2770230.45,15,0,86400,600,5,1800,1800,1800
20240301,50625,全家東方店,353046.593,2769570.631,7,0,86400,600,5,1800,1800,1800
20240301,56351,全家樂和店,352888.386,2769095.612,0,0,86400,600,5,1800,1800,1800
20240301,10121,全家安居店,353196.183,2768147.371,6,0,86400,600,5,1800,1800,1800
20240301,10051,全家師大店,350704.452,2768588.015,2,0,86400,600,5,1800,1800,1800
20240301,53434,全家延安二店,353360.0,2770413.805,1,0,86400,600,5,1800,1800,1800
20240301,10564,全家延孝店,353330.69,2770657.913,10,0,86400,600,5,1800,1800,1800
20240301,11636,全家延安店,353373.137,2770346.508,6,0,86400,600,5,1800,1800,1800
20240301,56573,全家北科店,351651.361,2770806.472,5,0,86400,600,5,1800,1800,1800
20240301,10823,全家建國店,351784.629,2769158.849,4,0,86400,600,5,1800,1800,1800
20240301,14424,全家建南店,351556.26,2770550.268,11,0,86400,600,5,1800,1800,1800
20240301,10258,全家興忠店,352222.571,2770379.988,4,0,86400,600,5,1800,1800,1800
20240301,11029,全家興仁店,352273.658,2770310.254,0,0,86400,600,5,1800,1800,1800
20240301,61762,全家復豪店,352203.26,2769881.517,13,0,86400,600,5,1800,1800,1800
20240301,12065,全家興和店,352243.073,2769110.59,0,0,86400,600,5,1800,1800,1800
20240301,10197,全家興南店,352204.549,2769621.491,5,0,86400,600,5,1800,1800,1800
20240301,59160,全家復豐店,352283.176,2769749.399,7,0,86400,600,5,1800,1800,1800
20240301,14559,全家懷生店,352283.176,2769749.399,6,0,86400,600,5,1800,1800,1800
20240301,59760,全家正興店,351991.937,2770553.905,3,0,86400,600,5,1800,1800,1800
20240301,61447,全家安勝店,352957.671,2770618.117,0,0,86400,600,5,1800,1800,1800
20240301,58020,全家統領店,353064.306,2770643.127,3,0,86400,600,5,1800,1800,1800
20240301,10003,全家延吉店,353191.942,2770355.921,5,0,86400,600,5,1800,1800,1800
20240301,16506,全家昌隆店,351864.837,2770824.725,6,0,86400,600,5,1800,1800,1800
20240301,14423,全家龍普店,352965.445,2770546.945,6,0,86400,600,5,1800,1800,1800
20240301,60528,全家忠孝光復店,353530.085,2770524.594,6,0,86400,600,5,1800,1800,1800
20240301,60878,全家忠孝延吉店,353484.818,2770575.675,0,0,86400,600,5,1800,1800,1800
20240301,52097,全家忠孝店,352706.126,2770708.463,3,0,86400,600,5,1800,1800,1800
20240301,14201,全家新遠企店,352783.829,2768810.802,7,0,86400,600,5,1800,1800,1800
20240301,58876,全家敦鼎店,352788.546,2769309.396,15,0,86400,600,5,1800,1800,1800
20240301,15882,全家敦新店,352854.676,2770068.428,4,0,86400,600,5,1800,1800,1800
20240301,54482,全家通昌店,353203.619,2769567.822,6,0,86400,600,5,1800,1800,1800
20240301,10085,全家新生南路店,351160.973,2769794.003,4,0,86400,600,5,1800,1800,1800
20240301,56790,全家大森店,351469.953,2769777.842,10,0,86400,600,5,1800,1800,1800
20240301,11819,全家台新店,351191.46,2768084.417,5,0,86400,600,5,1800,1800,1800
20240301,59674,全家新北科店,351196.72,2770866.909,2,0,86400,600,5,1800,1800,1800
20240301,59500,全家泰順店,350991.257,2768793.386,13,0,86400,600,5,1800,1800,1800
20240301,62990,全家潮州店,350284.789,2769228.205,15,0,86400,600,5,1800,1800,1800
20240301,51735,全家濟南二店,351234.804,2770454.567,13,0,86400,600,5,1800,1800,1800
20240301,14503,全家瑞和店,352028.091,2768917.38,2,0,86400,600,5,1800,1800,1800
20240301,54169,全家羅騰店,350909.017,2768097.824,14,0,86400,600,5,1800,1800,1800
20240301,10706,全家羅中店,350039.07,2769117.415,1,0,86400,600,5,1800,1800,1800
20240301,51140,全家台福店,351591.076,2767968.599,9,0,86400,600,5,1800,1800,1800
20240301,57548,全家台大楓林店,351324.063,2767620.977,8,0,86400,600,5,1800,1800,1800
20240301,12701,全家台大二活店,351503.67,2767421.019,6,0,86400,600,5,1800,1800,1800
20240301,14431,全家古亭店,350297.202,2768734.515,2,0,86400,600,5,1800,1800,1800
20240301,60038,全家台一宿舍店,351301.523,2767690.815,1,0,86400,600,5,1800,1800,1800
20240301,57497,全家臨江店,353567.02,2769220.549,1,0,86400,600,5,1800,1800,1800
20240301,55392,全家二繽店,353157.814,2767470.286,13,0,86400,600,5,1800,1800,1800
20240301,10462,全家辛亥店,351975.979,2768412.816,10,0,86400,600,5,1800,1800,1800
20240301,14420,全家通和店,353207.017,2769329.574,10,0,86400,600,5,1800,1800,1800
20240301,55746,全家台興店,352388.954,2767729.537,6,0,86400,600,5,1800,1800,1800
