Date,Number,Name,X,Y,Demand,W_S,W_F,Service_time,N_V,C_V1,C_V2,C_V3
20240301,0,瑞芳,375487.619,2777331.953,0,0,86400,0,6,1800,1800,1800
20240301,63650,全家新店三富店,351205.645,2762956.086,8,0,86400,600,6,1800,1800,1800
20240301,62432,全家新店鑫民店,351370.63,2762839.707,10,0,86400,600,6,1800,1800,1800
20240301,50170,全家新店福民店,350812.167,2763039.629,15,0,86400,600,6,1800,1800,1800
20240301,19309,全家新店新中央店,351061.258,2763457.731,11,0,86400,600,6,1800,1800,1800
20240301,10134,全家新店溪園店,350146.381,2763692.036,3,0,86400,600,6,1800,1800,1800
20240301,60253,全家新店華盛店,351951.519,2762826.395,3,0,86400,600,6,1800,1800,1800
20240301,55747,全家新店正民店,351818.922,2762974.895,3,0,86400,600,6,1800,1800,1800
20240301,52259,全家新店中欣店,352367.878,2762566.69,7,0,86400,600,6,1800,1800,1800
20240301,55395,全家新店正中店,351316.288,2763356.682,2,0,86400,600,6,1800,1800,1800
20240301,54168,全家新店新百合店,351255.036,2763510.21,13,0,86400,600,6,1800,1800,1800
20240301,56910,全家新店中盛店,351151.41,2764099.484,5,0,86400,600,6,1800,1800,1800
20240301,53264,全家新店莊敬店,351139.244,2764350.577,5,0,86400,600,6,1800,1800,1800
20240301,56352,全家新店五豐店,352216.273,2762644.677,2,0,86400,600,6,1800,1800,1800
20240301,50005,全家新店大鵬店,351232.121,2764941.549,2,0,86400,600,6,1800,1800,1800
20240301,19669,全家新店新寶安店,352167.558,2763961.498,13,0,86400,600,6,1800,1800,1800
20240301,61927,全家新店鑫峰店,351644.904,2761393.669,3,0,86400,600,6,1800,1800,1800
20240301,51486,全家新店富強店,352272.657,2763835.582,7,0,86400,600,6,1800,1800,1800
20240301,10872,全家新店中華店,351757.626,2762502.022,7,0,86400,600,6,1800,1800,1800
20240301,11954,全家新店慶民店,351811.842,2764040.288,8,0,86400,600,6,1800,1800,1800
20240301,53219,全家新店僑信店,347698.29,2760751.531,4,0,86400,600,6,1800,1800,1800
20240301,57925,全家新店光盛店,351766.364,2761894.382,13,0,86400,600,6,1800,1800,1800
20240301,50032,全家新店站前店,351565.47,2761305.968,11,0,86400,600,6,1800,1800,1800
20240301,12900,全家新店長春店,352959.644,2760794.467,3,0,86400,600,6,1800,1800,1800
20240301,59032,全家新店北宜店,352568.276,2760615.465,13,0,86400,600,6,1800,1800,1800
20240301,19177,全家新店美譚店,353826.194,2760924.348,0,0,86400,600,6,1800,1800,1800
20240301,60252,全家新店新華店,351889.581,2762341.312,5,0,86400,600,6,1800,1800,1800
20240301,60221,全家新店行政店,352037.981,2762346.418,3,0,86400,600,6,1800,1800,1800
20240301,11829,全家新店忠誠店,352074.194,2763209.896,13,0,86400,600,6,1800,1800,1800
20240301,52045,全家新店七張站店,352115.472,2763233.821,4,0,86400,600,6,1800,1800,1800
20240301,51778,全家新店金采店,351804.91,2764409.244,4,0,86400,600,6,1800,1800,1800
20240301,60986,全家新店新豐店,351926.989,2763815.492,6,0,86400,600,6,1800,1800,1800
20240301,60203,全家新店公宅店,350432.0,2764001.501,4,0,86400,600,6,1800,1800,1800
20240301,14456,全家新店如意店,347138.629,2760293.834,4,0,86400,600,6,1800,1800,1800
20240301,14158,全家新店城泰店,346287.988,2760665.237,15,0,86400,600,6,1800,1800,1800
20240301,12677,全家新店永安店,348800.878,2761524.293,11,0,86400,600,6,1800,1800,1800
20240301,11434,全家新店德安店,347967.172,2761304.545,15,0,86400,600,6,1800,1800,1800
20240301,16344,全家新店康橋店,345062.316,2759642.04,11,0,86400,600,6,1800,1800,1800
20240301,19853,全家新店德順店,348649.736,2761671.511,12,0,86400,600,6,1800,1800,1800
20240301,16432,全家新店康德店,348784.431,2761755.477,3,0,86400,600,6,1800,1800,1800
20240301,15247,全家新店陽光店,349083.009,2761493.808,14,0,86400,600,6,1800,1800,1800
20240301,12773,全家新店安民店,349271.988,2762025.377,3,0,86400,600,6,1800,1800,1800
20240301,52687,全家新店安順店,349491.196,2762855.477,8,0,86400,600,6,1800,1800,1800
20240301,16865,全家新店襄陽店,345645.605,2761873.739,8,0,86400,600,6,1800,1800,1800
20240301,11969,全家新店香坡店,345236.031,2761275.933,6,0,86400,600,6,1800,1800,1800
20240301,10494,全家新店寶中店,352565.081,2763838.162,13,0,86400,600,6,1800,1800,1800
20240301,14433,全家新店橋興店,352939.542,2764166.551,1,0,86400,600,6,1800,1800,1800
20240301,51541,全家新店新寶工店,352994.234,2763781.171,1,0,86400,600,6,1800,1800,1800
20240301,54983,全家新店新寶橋店,352287.474,2763191.535,0,0,86400,600,6,1800,1800,1800
20240301,15723,全家新店寶興店,352439.765,2763257.258,10,0,86400,600,6,1800,1800,1800
20240301,55188,全家新店統寶店,352747.249,2763024.13,13,0,86400,600,6,1800,1800,1800
20240301,12298,全家新店光明店,351707.803,2761694.849,14,0,86400,600,6,1800,1800,1800
20240301,10294,全家新店江陵店,351554.681,2763886.636,4,0,86400,600,6,1800,1800,1800
20240301,11121,全家新店慈濟店,351388.155,2764442.647,0,0,86400,600,6,1800,1800,1800
20240301,11827,全家新店德正店,352250.015,2762831.896,13,0,86400,600,6,1800,1800,1800
20240301,56113,全家新店新文強店,352112.978,2763718.888,12,0,86400,600,6,1800,1800,1800
20240301,61763,全家新店新安店,349789.361,2764380.263,0,0,86400,600,6,1800,1800,1800
20240301,59235,全家新店鑫碧潭店,351480.299,2761228.575,0,0,86400,600,6,1800,1800,1800
20240301,52617,全家新店龜山店,352927.398,2755215.657,5,0,86400,600,6,1800,1800,1800
20240301,52504,全家新店健民店,351829.806,2763506.926,9,0,86400,600,6,1800,1800,1800
20240301,50418,全家新店民德店,351987.887,2763652.976,12,0,86400,600,6,1800,1800,1800
20240301,52420,全家新店新民族店,351664.871,2763496.153,1,0,86400,600,6,1800,1800,1800
20240301,14150,全家新店民權店,351485.162,2764075.831,15,0,86400,600,6,1800,1800,1800
20240301,58336,全家新店復興店,351283.16,2764098.636,4,0,86400,600,6,1800,1800,1800
20240301,11135,全家新店寶元店,352010.206,2764066.853,3,0,86400,600,6,1800,1800,1800
20240301,14266,全家新店民佳店,351629.265,2764115.747,10,0,86400,600,6,1800,1800,1800
20240301,51955,全家新店新和店,349780.012,2764541.209,2,0,86400,600,6,1800,1800,1800
