Date,Number,Name,X,Y,Demand,W_S,W_F,Service_time,N_V,C_V1,C_V2,C_V3
20240301,0,瑞芳,375487.619,2777331.953,0,0,86400,0,3,1800,1800,1800
20240301,50938,全家永和正新店,349489.774,2765861.494,3,0,86400,600,3,1800,1800,1800
20240301,56282,全家永和正得店,349596.14,2766037.867,3,0,86400,600,3,1800,1800,1800
20240301,12962,全家永和大福店,349535.982,2766806.725,8,0,86400,600,3,1800,1800,1800
20240301,54877,全家永和鼎豐店,349388.968,2767351.502,10,0,86400,600,3,1800,1800,1800
20240301,14542,全家永和耕莘店,349601.438,2767345.288,10,0,86400,600,3,1800,1800,1800
20240301,55290,全家永和新仁愛店,349061.905,2767456.807,2,0,86400,600,3,1800,1800,1800
20240301,61940,全家永和保順店,348112.688,2767005.407,4,0,86400,600,3,1800,1800,1800
20240301,11302,全家永和仁和店,349240.224,2767477.912,9,0,86400,600,3,1800,1800,1800
20240301,51216,全家永和新仁店,347907.65,2766908.438,6,0,86400,600,3,1800,1800,1800
20240301,50270,全家永和樂華店,349026.409,2766896.384,1,0,86400,600,3,1800,1800,1800
20240301,16670,全家永和羅鄰店,348593.021,2766656.321,9,0,86400,600,3,1800,1800,1800
20240301,53293,全家永和仁保店,348845.595,2767481.803,6,0,86400,600,3,1800,1800,1800
20240301,19622,全家永和國和店,350304.492,2766658.018,3,0,86400,600,3,1800,1800,1800
20240301,55532,全家永和新樂新店,349276.171,2766970.128,2,0,86400,600,3,1800,1800,1800
20240301,10136,全家永和得和店,350296.6,2765846.785,8,0,86400,600,3,1800,1800,1800
20240301,19773,全家永和得元店,350309.09,2766034.365,8,0,86400,600,3,1800,1800,1800
20240301,12089,全家永和頂溪店,349397.734,2767445.979,7,0,86400,600,3,1800,1800,1800
20240301,11172,全家永和秀成店,350513.119,2766164.523,4,0,86400,600,3,1800,1800,1800
20240301,14397,全家永和田單店,350491.307,2765712.479,12,0,86400,600,3,1800,1800,1800
20240301,10863,全家永和文化店,349358.052,2767689.559,10,0,86400,600,3,1800,1800,1800
20240301,63117,全家永和新民有店,349580.645,2765558.772,13,0,86400,600,3,1800,1800,1800
20240301,12984,全家永和國艷店,350585.386,2766023.541,5,0,86400,600,3,1800,1800,1800
20240301,15213,全家永和騎士店,349802.297,2765650.424,2,0,86400,600,3,1800,1800,1800
20240301,55942,全家永和教室店,350089.704,2765706.97,10,0,86400,600,3,1800,1800,1800
20240301,16612,全家永和維源店,348835.923,2766481.859,6,0,86400,600,3,1800,1800,1800
20240301,14553,全家永和永亨店,349885.084,2766682.528,2,0,86400,600,3,1800,1800,1800
20240301,10077,全家永和永福店,349168.96,2766863.848,10,0,86400,600,3,1800,1800,1800
20240301,53481,全家永和永復店,349457.172,2767802.396,0,0,86400,600,3,1800,1800,1800
20240301,10883,全家永和永平店,348690.522,2767231.591,6,0,86400,600,3,1800,1800,1800
20240301,11918,全家永和保平店,348839.884,2766736.558,7,0,86400,600,3,1800,1800,1800
20240301,50490,全家永和保安店,348605.786,2766974.016,13,0,86400,600,3,1800,1800,1800
20240301,12024,全家永和環東店,349876.817,2767709.403,8,0,86400,600,3,1800,1800,1800
20240301,50121,全家永和水悅店,349110.665,2768006.541,14,0,86400,600,3,1800,1800,1800
20240301,11924,全家永和環河店,347919.29,2767160.449,6,0,86400,600,3,1800,1800,1800
20240301,11693,全家永和福和店,349826.253,2766843.007,0,0,86400,600,3,1800,1800,1800
20240301,52447,全家永和新廷店,349384.623,2766825.009,7,0,86400,600,3,1800,1800,1800
20240301,53482,全家永和新富店,350106.539,2766807.893,15,0,86400,600,3,1800,1800,1800
20240301,10684,全家永和復興店,349717.137,2766358.853,5,0,86400,600,3,1800,1800,1800
20240301,11235,全家永和秀和店,349356.201,2766665.882,11,0,86400,600,3,1800,1800,1800
20240301,15150,全家永和御林店,350139.523,2767002.15,9,0,86400,600,3,1800,1800,1800
20240301,59128,全家永和竹勝店,349917.129,2766980.019,5,0,86400,600,3,1800,1800,1800
20240301,11735,全家永和永林店,349613.63,2767593.439,8,0,86400,600,3,1800,1800,1800
