Date,Number,Name,X,Y,Demand,W_S,W_F,Service_time,N_V,C_V1,C_V2,C_V3
20240301,0,瑞芳,375487.619,2777331.953,0,0,86400,0,1,1800,1800,1800
20240301,56491,全家金慶店,349205.924,2771980.027,7,0,86400,600,1,1800,1800,1800
20240301,58045,全家京鋒店,349796.097,2771888.484,9,0,86400,600,1,1800,1800,1800
20240301,14447,全家大龍店,349506.026,2773475.606,11,0,86400,600,1,1800,1800,1800
20240301,16641,全家蘭州店,349490.814,2773827.793,15,0,86400,600,1,1800,1800,1800
20240301,59755,全家太陽店,349542.413,2772128.749,12,0,86400,600,1,1800,1800,1800
20240301,56215,全家泰元店,349440.543,2771747.929,11,0,86400,600,1,1800,1800,1800
20240301,11023,全家寧夏店,349378.493,2772199.589,4,0,86400,600,1,1800,1800,1800
20240301,14516,全家國順店,348964.245,2773475.205,15,0,86400,600,1,1800,1800,1800
20240301,50875,全家永樂店,349000.989,2772712.795,10,0,86400,600,1,1800,1800,1800
20240301,60985,全家龍泉店,348966.407,2773823.502,13,0,86400,600,1,1800,1800,1800
20240301,61900,全家京承店,349598.171,2771651.162,3,0,86400,600,1,1800,1800,1800
20240301,14515,全家日新店,349715.386,2772098.541,1,0,86400,600,1,1800,1800,1800
20240301,50716,全家甘州店,349200.412,2772469.925,14,0,86400,600,1,1800,1800,1800
20240301,59306,全家權澤店,349583.967,2772955.406,4,0,86400,600,1,1800,1800,1800
20240301,11099,全家福澤店,349465.741,2772960.048,2,0,86400,600,1,1800,1800,1800
20240301,11354,全家萬全店,349892.323,2772400.937,13,0,86400,600,1,1800,1800,1800
20240301,62002,全家迪化街店,348864.228,2772094.887,12,0,86400,600,1,1800,1800,1800
20240301,59021,全家鑫泉店,349014.546,2774017.303,11,0,86400,600,1,1800,1800,1800
20240301,61468,全家慶國店,349249.486,2774058.327,6,0,86400,600,1,1800,1800,1800
20240301,59247,全家龍昌店,349300.666,2774257.623,4,0,86400,600,1,1800,1800,1800
20240301,12707,全家慶權店,349263.704,2772961.979,13,0,86400,600,1,1800,1800,1800
20240301,60511,全家福山店,349865.88,2771580.496,9,0,86400,600,1,1800,1800,1800
20240301,57719,全家長慶店,349201.075,2771728.893,0,0,86400,600,1,1800,1800,1800
20240301,57525,全家玉泉店,348890.828,2771769.036,1,0,86400,600,1,1800,1800,1800
20240301,14437,全家福安店,349857.097,2771559.846,4,0,86400,600,1,1800,1800,1800
