name,tel,address,商店編號,lng,lat,X,Y
全家京江店,225678224,台北市中山區一江街２２號１樓,18902,121.5313512,25.0526739,351017.865,2771827.523
全家錦原店,225412311,台北市中山區中原街１０１號１樓,14452,121.5290416,25.0609288,350794.796,2772744.317
全家新吉原店,225113653,台北市中山區中原街１６號１樓,54113,121.5287854,25.0565351,350763.656,2772257.979
全家市民店,225638109,台北市中山區中山北路一段５８號,18703,121.5206037,25.0485402,349928.554,2771381.515
全家柯達飯店,225417813,台北市中山區中山北路二段１１巷１號、３號,61939,121.5232915,25.0529091,350205.015,2771862.425
全家聚葉店,225716328,台北市中山區中山北路二段１３７巷３４號１樓,16420,121.5251465,25.0616084,350402.671,2772823.865
全家台鑫店,225118851,台北市中山區中山北路二段４４號１樓部份,57449,121.522376,25.0528165,350112.539,2771853.178
全家東南店,225317972,台北市中山區中山北路二段６０號,60550,121.5225344,25.0566022,350133.1,2772272.285
全家新國賓店,225818863,台北市中山區中山北路二段７５－１號１樓,56357,121.5231419,25.0574712,350195.439,2772367.861
全家圓山飯店,228850843,台北市中山區中山北路四段１巷１號１樓（麒麟廳））,57899,121.5261429,25.0785749,350523.677,2774701.878
全家中賓店,225230023,台北市中山區中山里中山北路二段５９之３號１樓,15989,121.523029,25.0559278,350182.183,2772197.047
全家五常店,225067078,台北市中山區五常街５３巷２３號１號,14446,121.5397263,25.0654831,351878.136,2773237.039
全家長通店,225029136,台北市中山區伊通街１０８號１樓,14513,121.5346835,25.0540623,351355.722,2771977.647
全家金通店,225181554,台北市中山區伊通街５８號,52371,121.5346385,25.0515261,351348.139,2771696.803
全家新北鄰店,225325010,台北市中山區北安路４５８巷４１弄４８號１樓,55780,121.546355,25.078808,352562.697,2774705.612
全家永安店,225322254,台北市中山區北安路６３０巷７號１樓,14451,121.549484,25.08286,352883.127,2775150.993
全家美華店,285095070,台北市中山區北安路８１９之１號,12905,121.5562243,25.0849942,353565.502,2775380.082
全家京貿店,225066873,台北市中山區南京東路三段６５號,14196,121.538393,25.052253,351727.799,2771773.212
全家鑫興亞店,225117690,台北市中山區南京東路二段２０號１樓,63227,121.5288485,25.051887,350764.423,2771743.115
全家京林店,225674711,台北市中山區南京東路二段７２號１樓、７２－２號,59375,121.5307203,25.0518589,350953.234,2771737.95
全家中山捷運站店,225507063,台北市中山區南京西路１６號Ｂ１,61268,121.5202994,25.0528429,349903.065,2771858.392
全家合江店,225185276,台北市中山區合江街８７號一樓,53480,121.5393027,25.059226,351827.918,2772544.504
全家德惠店,225953593,台北市中山區吉林路４４８號,10198,121.5302321,25.066711,350921.857,2773383.412
全家松平店,225318666,台北市中山區四平街４７號,11502,121.5323019,25.0538263,351115.165,2771954.115
全家大直店,225328875,台北市中山區大直街３３巷１號,11115,121.5465688,25.0821721,352588.27,2775077.966
全家建國北路店,225170327,台北市中山區建國北路一段１４６號１樓,60174,121.536358,25.051243,351521.28,2771663.571
全家欣濱江店,225159357,台北市中山區建國北路三段１０９號１樓,62783,121.5361284,25.0663408,351516.216,2773335.957
全家建錦店,225065447,台北市中山區建國北路二段１３１號１樓及部分地下室,57357,121.5373197,25.0601891,351629.021,2772653.334
全家南京復興店,227151377,台北市中山區復興北路１５４號１Ｆ,61075,121.5436868,25.0531389,352262.941,2771865.568
全家金復店,228924021,台北市中山區復興北路３５６號１樓,62443,121.5438423,25.0603094,352287.179,2772659.556
全家復崙店,227526542,台北市中山區復興北路３８號１樓,62987,121.5437278,25.0492581,352262.45,2771435.712
全家新復店,225097685,台北市中山區復興北路５１４巷３５號,52308,121.5426953,25.0660747,352178.349,2773299.329
全家興德店,287725312,台北市中山區復興南路一段３８號,10578,121.5436279,25.04548,352247.867,2771017.384
全家新德城店,225995447,台北市中山區德惠街１６－７號,53032,121.5247074,25.0665771,350364.378,2773374.652
全家德林店,225961560,台北市中山區德惠街１７３號,18831,121.5318943,25.0666411,351089.451,2773373.848
全家新農店,225968538,台北市中山區恆安里農安街２６之３號一樓,15837,121.5262391,25.0647173,350516.647,2773166.986
全家撫順店,225927495,台北市中山區撫順街１２之２號１樓,15193,121.5209544,25.0634954,349982.051,2773037.477
全家鑫通店,225817485,台北市中山區新生北路一段１１６號,53679,121.527773,25.0505894,350654.352,2771600.581
全家美林店,225678382,台北市中山區新生北路二段６２巷３８－３號,51313,121.525843,25.0561155,350466.303,2772214.739
全家明水店,285097543,台北市中山區明水路５８１巷１１號１樓,14511,121.5513391,25.0801305,353066.997,2774846.684
全家光輝店,225955703,台北市中山區晴光里德惠街３４之２號一樓,15523,121.5264762,25.0665912,350542.827,2773374.267
全家朱崙店,227528615,台北市中山區朱崙街６７號,16667,121.5423503,25.050064,352124.434,2771526.465
全家松京店,225715929,台北市中山區松江路１２２號１樓,60237,121.5328065,25.0524582,351164.429,2771802.04
全家松茂店,225028713,台北市中山區松江路１２７之１號１樓及地下室,58109,121.5332865,25.0533361,351213.91,2771898.746
全家光華店,225670175,台北市中山區松江路２４之１號,11139,121.5327543,25.0470335,351152.647,2771201.293
全家權勝店,225935820,台北市中山區松江路４００號１樓及地下室,57355,121.5329184,25.06381,351189.357,2773059.172
