Date,Number,Name,X,Y,Demand,W_S,W_F,Service_time,N_V,C_V1,C_V2,C_V3
20240301,0,瑞芳,375487.619,2777331.953,0,0,86400,0,3,1800,1800,1800
20240301,54987,全家新蘭雅店,350990.183,2778275.581,10,0,86400,600,3,1800,1800,1800
20240301,61646,全家社子島店,346246.808,2777762.419,10,0,86400,600,3,1800,1800,1800
20240301,56412,全家誠德店,351010.615,2778041.074,10,0,86400,600,3,1800,1800,1800
20240301,52932,全家德忠店,350796.391,2778188.37,10,0,86400,600,3,1800,1800,1800
20240301,54985,全家天強店,350495.214,2778074.109,10,0,86400,600,3,1800,1800,1800
20240301,10246,全家美崙店,350246.08,2776758.142,10,0,86400,600,3,1800,1800,1800
20240301,16316,全家天文店,349879.243,2776756.177,10,0,86400,600,3,1800,1800,1800
20240301,55430,全家新格致店,352640.034,2781230.859,10,0,86400,600,3,1800,1800,1800
20240301,50120,全家士商店,349719.423,2776162.352,10,0,86400,600,3,1800,1800,1800
20240301,54213,全家新葫東店,349104.011,2775380.615,10,0,86400,600,3,1800,1800,1800
20240301,59959,全家大東店,350470.507,2775982.387,10,0,86400,600,3,1800,1800,1800
20240301,18803,全家社中店,348251.515,2776245.076,10,0,86400,600,3,1800,1800,1800
20240301,15638,全家和豐店,349842.543,2775177.561,10,0,86400,600,3,1800,1800,1800
20240301,0,瑞芳,375487.619,2777331.953,0,0,86400,0,3,1800,1800,1800
