Date,Number,Name,X,Y,Demand,W_S,W_F,Service_time,N_V,C_V1,C_V2,C_V3
20240301,0,瑞芳,375487.619,2777331.953,0,0,86400,0,1,1800,1800,1800
20240301,51475,全家基隆新樂強店,371396.203,2779960.442,13,0,86400,600,1,1800,1800,1800
20240301,54876,全家基隆樂利店,369379.943,2779852.206,11,0,86400,600,1,1800,1800,1800
20240301,16787,全家基隆長樂店,370363.314,2779165.079,4,0,86400,600,1,1800,1800,1800
20240301,63062,全家基隆鑫樂富店,369789.794,2779207.515,3,0,86400,600,1,1800,1800,1800
20240301,57246,全家基隆武勝店,368093.149,2782263.246,5,0,86400,600,1,1800,1800,1800
20240301,63252,全家基隆新崙店,369004.579,2782081.676,11,0,86400,600,1,1800,1800,1800
20240301,11168,全家基隆長庚店,370480.611,2779171.855,11,0,86400,600,1,1800,1800,1800
20240301,15416,全家基隆武嶺店,369147.478,2781168.345,15,0,86400,600,1,1800,1800,1800
20240301,54212,全家基隆新樂群店,369703.959,2779803.651,4,0,86400,600,1,1800,1800,1800
20240301,51473,全家基隆萬金店,369312.106,2781371.533,8,0,86400,600,1,1800,1800,1800
20240301,52668,全家基隆龍騰店,369965.414,2780124.947,2,0,86400,600,1,1800,1800,1800
20240301,0,瑞芳,375487.619,2777331.953,0,0,86400,0,1,1800,1800,1800
20240301,10992,全家基隆基金店,367701.95,2783165.747,15,0,86400,600,1,1800,1800,1800
20240301,19021,全家基隆情人湖店,368920.326,2782302.419,14,0,86400,600,1,1800,1800,1800
20240301,19659,全家基隆新國揚店,369908.229,2781080.966,4,0,86400,600,1,1800,1800,1800
20240301,55940,全家基隆新安和店,370501.469,2779733.139,3,0,86400,600,1,1800,1800,1800
20240301,0,瑞芳,375487.619,2777331.953,0,0,86400,0,1,1800,1800,1800
