Date,Number,Name,X,Y,Demand,W_S,W_F,Service_time,N_V,C_V1,C_V2,C_V3
20240301,0,瑞芳,375487.619,2777331.953,0,0,86400,0,3,1800,1800,1800
20240301,12463,全家蘆洲永成店,343451.972,2775902.774,5,0,86400,600,3,1800,1800,1800
20240301,10455,全家蘆洲永樂店,343691.576,2776052.69,6,0,86400,600,3,1800,1800,1800
20240301,11330,全家蘆洲民華店,345267.726,2776448.197,8,0,86400,600,3,1800,1800,1800
20240301,51366,全家蘆洲新民愛店,345004.859,2776457.052,4,0,86400,600,3,1800,1800,1800
20240301,11077,全家蘆洲成功店,343629.383,2775622.9,2,0,86400,600,3,1800,1800,1800
20240301,18711,全家蘆洲興賢店,346081.026,2775749.877,8,0,86400,600,3,1800,1800,1800
20240301,60361,全家蘆洲永萍店,343769.236,2776213.43,7,0,86400,600,3,1800,1800,1800
20240301,57042,全家蘆洲希望店,344284.477,2776258.394,11,0,86400,600,3,1800,1800,1800
20240301,58407,全家蘆洲長樂店,344146.513,2776176.697,7,0,86400,600,3,1800,1800,1800
20240301,52795,全家蘆洲新福原店,343686.09,2775171.581,0,0,86400,600,3,1800,1800,1800
20240301,55657,全家蘆洲新安店,343652.477,2775478.324,7,0,86400,600,3,1800,1800,1800
20240301,11596,全家蘆洲民仁店,345126.702,2776253.905,13,0,86400,600,3,1800,1800,1800
20240301,10503,全家蘆洲集賢店,346066.975,2775494.999,8,0,86400,600,3,1800,1800,1800
20240301,10862,全家蘆洲民星店,345275.342,2776242.898,0,0,86400,600,3,1800,1800,1800
20240301,61746,全家蘆洲正榮店,343940.081,2775479.32,12,0,86400,600,3,1800,1800,1800
20240301,19749,全家蘆洲長興店,343782.031,2775295.791,13,0,86400,600,3,1800,1800,1800
20240301,61392,全家蘆洲水湳店,344836.37,2776086.162,15,0,86400,600,3,1800,1800,1800
20240301,56020,全家蘆洲名族店,345561.817,2776054.202,6,0,86400,600,3,1800,1800,1800
20240301,52933,全家蘆洲保佑店,344700.987,2775948.104,14,0,86400,600,3,1800,1800,1800
20240301,12818,全家蘆洲義興店,345182.152,2776005.053,2,0,86400,600,3,1800,1800,1800
20240301,61923,全家蘆洲中原店,344021.996,2775323.662,5,0,86400,600,3,1800,1800,1800
20240301,15011,全家蘆洲復江店,345597.24,2775772.945,5,0,86400,600,3,1800,1800,1800
20240301,14271,全家蘆洲華安店,344097.683,2775227.693,4,0,86400,600,3,1800,1800,1800
20240301,53296,全家蘆洲新虹展店,345032.049,2775826.406,14,0,86400,600,3,1800,1800,1800
20240301,16790,全家蘆洲福安店,345386.727,2775722.195,6,0,86400,600,3,1800,1800,1800
20240301,57770,全家蘆洲安宅店,344111.21,2774913.759,6,0,86400,600,3,1800,1800,1800
20240301,10949,全家蘆洲玉清店,345873.614,2775659.871,9,0,86400,600,3,1800,1800,1800
20240301,11977,全家蘆洲正原店,344608.686,2775459.833,6,0,86400,600,3,1800,1800,1800
20240301,51139,全家蘆洲金華店,344367.245,2775309.656,15,0,86400,600,3,1800,1800,1800
20240301,51873,全家蘆洲新鷺江店,345453.032,2775644.45,3,0,86400,600,3,1800,1800,1800
20240301,51040,全家蘆洲長發店,344263.656,2774816.453,3,0,86400,600,3,1800,1800,1800
20240301,58590,全家蘆洲保正店,344737.142,2775521.117,7,0,86400,600,3,1800,1800,1800
20240301,12757,全家蘆洲信義店,345784.063,2775489.275,7,0,86400,600,3,1800,1800,1800
20240301,19639,全家蘆洲復興店,345066.92,2775517.693,2,0,86400,600,3,1800,1800,1800
20240301,10826,全家蘆洲光華店,344491.209,2775207.868,14,0,86400,600,3,1800,1800,1800
20240301,11218,全家蘆洲中華店,344611.496,2774939.967,1,0,86400,600,3,1800,1800,1800
20240301,12005,全家蘆洲中央店,345217.733,2775323.315,13,0,86400,600,3,1800,1800,1800
20240301,57425,全家蘆洲花園店,346037.998,2775299.782,1,0,86400,600,3,1800,1800,1800
20240301,61682,全家蘆洲仁義店,345942.149,2775312.801,9,0,86400,600,3,1800,1800,1800
20240301,14680,全家蘆洲仁德店,345634.244,2775441.204,0,0,86400,600,3,1800,1800,1800
20240301,52335,全家蘆洲新民生店,345143.902,2774808.492,7,0,86400,600,3,1800,1800,1800
20240301,62289,全家徐匯廣場店,345935.16,2774950.519,8,0,86400,600,3,1800,1800,1800
20240301,58448,全家蘆洲徐匯店,345799.35,2774990.395,8,0,86400,600,3,1800,1800,1800
20240301,11890,全家蘆洲恆德店,345610.091,2775237.682,14,0,86400,600,3,1800,1800,1800
20240301,0,瑞芳,375487.619,2777331.953,0,0,86400,0,3,1800,1800,1800
