Date,Name,X,Y,Demand,W_S,W_F,Service_time,N_V,C_V1,C_V2,C_V3
20240411,瑞芳ＤＣ,375487.619,2777331.953,0,0,86400,600,2,180,180,180
20240411,汐止新遠雄店,362796.904,2772712.391,15,0,86400,600,2,180,180,180
20240411,汐止東科店,362828.16,2772568.134,5,0,86400,600,2,180,180,180
20240411,新遠雄二店,363005.79,2772692.937,4,0,86400,600,2,180,180,180
20240411,汐止連新店,363355.409,2772772.09,3,0,86400,600,2,180,180,180
20240411,汐止莊敬店,363447.602,2772592.781,11,0,86400,600,2,180,180,180
20240411,汐止桂冠店,363482.484,2772193.684,10,0,86400,600,2,180,180,180
20240411,汐止興莊店,363698.259,2772676.085,3,0,86400,600,2,180,180,180
20240411,汐止青山店,363595.241,2772835.23,11,0,86400,600,2,180,180,180
20240411,汐止福全店,364382.933,2773027.092,13,0,86400,600,2,180,180,180
20240411,汐止新忠孝店,364330.567,2773335.612,11,0,86400,600,2,180,180,180
20240411,汐止秀峰店,364252.154,2773250.227,10,0,86400,600,2,180,180,180
20240411,汐止站前店,364316.586,2773426.563,8,0,86400,600,2,180,180,180
20240411,汐止橋東店,364619.3,2773710.454,7,0,86400,600,2,180,180,180
20240411,汐止新興店,363675.229,2773018.531,3,0,86400,600,2,180,180,180
20240411,汐止興龍店,363464.312,2772918.662,9,0,86400,600,2,180,180,180
20240411,汐止龍安店,363391.37,2772906.296,3,0,86400,600,2,180,180,180
20240411,汐止興萬店,362997.855,2774484.337,7,0,86400,600,2,180,180,180
20240411,汐止祥雲店,362604.246,2775807.436,1,0,86400,600,2,180,180,180
20240411,汐止伯爵店,361839.735,2774798.547,15,0,86400,600,2,180,180,180
20240411,汐止日月光店,361829.121,2774003.438,9,0,86400,600,2,180,180,180
20240411,汐止湖前店,361174.558,2773645.829,12,0,86400,600,2,180,180,180
20240411,汐止東城店,361138.617,2773526.57,3,0,86400,600,2,180,180,180
20240411,汐止新水蓮店,361255.457,2774325.112,10,0,86400,600,2,180,180,180
20240411,汐止鑫峰店,360906.741,2773698.995,1,0,86400,600,2,180,180,180
20240411,汐止金龍店,360795.091,2773618.052,11,0,86400,600,2,180,180,180
20240411,二繽店,353157.814,2767470.286,1,0,86400,600,2,180,180,180
20240411,安居店,353196.183,2768147.371,7,0,86400,600,2,180,180,180
20240411,六張黎店,353625.173,2768163.597,11,0,86400,600,2,180,180,180
20240411,崇德店,353256.755,2768675.273,11,0,86400,600,2,180,180,180
20240411,財盛店,353591.146,2769141.638,13,0,86400,600,2,180,180,180
20240411,臨江店,353567.02,2769220.549,15,0,86400,600,2,180,180,180
20240411,通和店,353207.017,2769329.574,4,0,86400,600,2,180,180,180
20240411,成功店,352368.328,2768818.86,8,0,86400,600,2,180,180,180
20240411,台興店,352388.954,2767729.537,13,0,86400,600,2,180,180,180
20240411,台科店,351950.791,2767305.575,4,0,86400,600,2,180,180,180
20240411,台大二活店,351503.67,2767421.019,8,0,86400,600,2,180,180,180
20240411,台一宿舍店,351301.523,2767690.815,5,0,86400,600,2,180,180,180
20240411,台福店,351591.076,2767968.599,5,0,86400,600,2,180,180,180
20240411,台大楓林店,351324.063,2767620.977,6,0,86400,600,2,180,180,180
20240411,台新店,351191.46,2768084.417,6,0,86400,600,2,180,180,180
20240411,羅騰店,350909.017,2768097.824,8,0,86400,600,2,180,180,180
20240411,師大店,350704.452,2768588.015,8,0,86400,600,2,180,180,180
20240411,台師店,350546.342,2768838.36,5,0,86400,600,2,180,180,180
20240411,古亭店,350297.202,2768734.515,6,0,86400,600,2,180,180,180
20240411,羅中店,350039.07,2769117.415,7,0,86400,600,2,180,180,180
20240411,潮州店,350284.789,2769228.205,12,0,86400,600,2,180,180,180
20240411,瑞芳ＤＣ,375487.619,2777331.953,0,0,86400,600,2,180,180,180
20240425,瑞芳ＤＣ,375487.619,2777331.953,0,0,86400,600,1,180,180,180
20240425,林口ＤＣ,337877.417,2775446.632,0,0,86400,600,1,180,180,180
20240425,泰山新輔醫店,340898.811,2770544.222,3,0,86400,600,1,180,180,180
20240425,新莊新泰店,342578.902,2770204.998,3,0,86400,600,1,180,180,180
20240425,新莊新園寧店,342758.534,2770445.428,9,0,86400,600,1,180,180,180
20240425,新莊新和港店,342585.21,2771069.891,5,0,86400,600,1,180,180,180
20240425,新莊和運店,342603.959,2770907.131,13,0,86400,600,1,180,180,180
20240425,新莊中永店,342296.308,2771015.131,11,0,86400,600,1,180,180,180
20240425,新莊狀元店,342294.861,2771643.341,6,0,86400,600,1,180,180,180
20240425,新莊新中平店,342307.933,2771772.816,7,0,86400,600,1,180,180,180
20240425,新莊中悅店,342285.741,2772084.094,2,0,86400,600,1,180,180,180
20240425,新莊立信店,342208.022,2771578.597,13,0,86400,600,1,180,180,180
20240425,新莊新幸福店,342327.52,2771444.52,12,0,86400,600,1,180,180,180
20240425,新莊中環店,342533.755,2771619.44,2,0,86400,600,1,180,180,180
20240425,新莊副都店,342604.212,2772506.993,14,0,86400,600,1,180,180,180
20240425,新莊中央店,342707.147,2772614.046,11,0,86400,600,1,180,180,180
20240425,新莊城邦店,343646.479,2772745.988,6,0,86400,600,1,180,180,180
20240425,新莊北醫店,343749.143,2770830.662,12,0,86400,600,1,180,180,180
20240425,新莊五工店,343620.644,2773125.118,1,0,86400,600,1,180,180,180
20240425,新莊新工店,343808.85,2773403.765,10,0,86400,600,1,180,180,180
20240425,五股五權店,342872.047,2773419.621,2,0,86400,600,1,180,180,180
20240412,瑞芳ＤＣ,375487.619,2777331.953,0,0,86400,600,2,180,180,180
20240412,松創店,353835.202,2770786.071,5,0,86400,600,2,180,180,180
20240412,逸鑫店,354205.752,2770428.736,10,0,86400,600,2,180,180,180
20240412,台北１０１店,354320.751,2769706.945,3,0,86400,600,2,180,180,180
20240412,建鑫店,354663.825,2769872.415,4,0,86400,600,2,180,180,180
20240412,松仁店,354762.645,2769099.906,8,0,86400,600,2,180,180,180
20240412,新安興店,354803.805,2768705.913,5,0,86400,600,2,180,180,180
20240412,祥和店,354926.007,2768619.567,2,0,86400,600,2,180,180,180
20240412,挹翠店,354863.29,2768197.718,6,0,86400,600,2,180,180,180
20240412,盛興店,354494.672,2768848.924,10,0,86400,600,2,180,180,180
20240412,莊敬店,354370.826,2769006.436,12,0,86400,600,2,180,180,180
20240412,北醫店,354261.986,2768959.098,13,0,86400,600,2,180,180,180
20240412,莊新店,354220.919,2769110.074,11,0,86400,600,2,180,180,180
20240412,富興店,353981.859,2769149.663,2,0,86400,600,2,180,180,180
20240412,景聯店,353997.013,2769367.687,3,0,86400,600,2,180,180,180
20240412,三興店,353833.104,2769481.546,10,0,86400,600,2,180,180,180
20240412,復昌店,353645.774,2769515.818,4,0,86400,600,2,180,180,180
20240412,新信德店,355361.634,2769538.527,15,0,86400,600,2,180,180,180
20240412,松友店,355604.613,2769849.101,11,0,86400,600,2,180,180,180
20240412,松永店,355397.066,2769992.908,6,0,86400,600,2,180,180,180
20240412,萬芳店,353544.315,2765841.321,2,0,86400,600,2,180,180,180
20240412,興園店,353065.952,2766017.033,10,0,86400,600,2,180,180,180
