Date,Number,Name,X,Y,Demand,W_S,W_F,Service_time,N_V,C_V1,C_V2,C_V3
20240301,0,瑞芳,375487.619,2777331.953,0,0,86400,0,12,1800,1800,1800
20240301,63220,全家板橋華利店,345217.191,2769976.599,9,0,86400,600,12,1800,1800,1800
20240301,53191,全家板橋新翠店,345750.177,2769557.11,9,0,86400,600,12,1800,1800,1800
20240301,10685,全家板橋江翠店,345698.74,2769481.889,1,0,86400,600,12,1800,1800,1800
20240301,57791,全家板橋懷治店,345651.314,2769478.047,9,0,86400,600,12,1800,1800,1800
20240301,18653,全家板橋懷聖店,345875.751,2769261.199,7,0,86400,600,12,1800,1800,1800
20240301,16738,全家板橋勝文店,345331.509,2769557.156,10,0,86400,600,12,1800,1800,1800
20240301,53484,全家板橋興盛店,345708.687,2769092.557,15,0,86400,600,12,1800,1800,1800
20240301,59088,全家板橋江北店,344913.198,2769769.379,0,0,86400,600,12,1800,1800,1800
20240301,11830,全家板橋松柏店,345215.366,2769337.458,1,0,86400,600,12,1800,1800,1800
20240301,12224,全家板橋光復店,346062.57,2768386.888,10,0,86400,600,12,1800,1800,1800
20240301,10176,全家板橋華江店,344902.09,2769543.623,0,0,86400,600,12,1800,1800,1800
20240301,10036,全家板橋雙十店,345486.546,2768979.733,6,0,86400,600,12,1800,1800,1800
20240301,16540,全家板橋龍江店,345044.656,2769275.735,4,0,86400,600,12,1800,1800,1800
20240301,19217,全家板橋祝山店,344479.715,2769516.798,4,0,86400,600,12,1800,1800,1800
20240301,55190,全家板橋立都店,344929.562,2769278.286,12,0,86400,600,12,1800,1800,1800
20240301,62777,全家板橋莊敬店,345081.096,2768981.962,7,0,86400,600,12,1800,1800,1800
20240301,56640,全家板橋漢江店,344355.717,2769556.374,2,0,86400,600,12,1800,1800,1800
20240301,60870,全家板橋新巨蛋店,344045.617,2769494.172,8,0,86400,600,12,1800,1800,1800
20240301,57236,全家板橋勝維店,344036.225,2769402.994,15,0,86400,600,12,1800,1800,1800
