Date,Number,Name,X,Y,Demand,W_S,W_F,Service_time,N_V,C_V1,C_V2,C_V3
20240301,0,瑞芳,375487.619,2777331.953,0,0,86400,0,8,1800,1800,1800
20240301,11115,全家大直店,352588.27,2775077.966,0,0,86400,600,8,1800,1800,1800
20240301,52371,全家金通店,351348.139,2771696.803,9,0,86400,600,8,1800,1800,1800
20240301,57449,全家台鑫店,350112.539,2771853.178,8,0,86400,600,8,1800,1800,1800
20240301,60128,全家時代廣場店,353981.82,2774925.144,8,0,86400,600,8,1800,1800,1800
20240301,60773,全家中山民權店,350006.665,2772938.448,9,0,86400,600,8,1800,1800,1800
20240301,11266,全家錦西店,350053.282,2772666.613,3,0,86400,600,8,1800,1800,1800
20240301,10796,全家中興店,351967.84,2772216.333,11,0,86400,600,8,1800,1800,1800
20240301,10242,全家興安店,352127.439,2772207.855,11,0,86400,600,8,1800,1800,1800
20240301,14417,全家民族店,351861.983,2773376.148,12,0,86400,600,8,1800,1800,1800
20240301,50989,全家金漾店,350418.32,2772218.751,2,0,86400,600,8,1800,1800,1800
20240301,11139,全家光華店,351152.647,2771201.293,6,0,86400,600,8,1800,1800,1800
20240301,53679,全家鑫通店,350654.352,2771600.581,12,0,86400,600,8,1800,1800,1800
20240301,58109,全家松茂店,351213.91,2771898.746,0,0,86400,600,8,1800,1800,1800
20240301,0,瑞芳,375487.619,2777331.953,0,0,86400,0,8,1800,1800,1800
