Date,Number,Name,X,Y,Demand,W_S,W_F,Service_time,N_V,C_V1,C_V2,C_V3
20240301,0,瑞芳,375487.619,2777331.953,0,0,86400,0,3,1800,1800,1800
20240301,58160,全家堤頂店,355346.651,2774058.102,9,0,86400,600,3,1800,1800,1800
20240301,14448,全家內華店,357132.814,2773516.392,14,0,86400,600,3,1800,1800,1800
20240301,57999,全家民善店,355641.817,2772316.906,12,0,86400,600,3,1800,1800,1800
20240301,14132,全家紫陽店,356357.905,2774602.711,14,0,86400,600,3,1800,1800,1800
20240301,57978,全家瑞豐店,355542.416,2774302.601,10,0,86400,600,3,1800,1800,1800
20240301,10188,全家麗山店,355860.799,2774840.447,11,0,86400,600,3,1800,1800,1800
20240301,56568,全家麗水店,355773.874,2774708.089,12,0,86400,600,3,1800,1800,1800
20240301,62211,全家行善公宅店,356097.196,2772584.503,12,0,86400,600,3,1800,1800,1800
20240301,55849,全家瑞興店,355550.923,2774347.859,2,0,86400,600,3,1800,1800,1800
20240301,60130,全家東茂店,359241.295,2773692.869,12,0,86400,600,3,1800,1800,1800
20240301,12253,全家瑞光店,354712.224,2774750.193,12,0,86400,600,3,1800,1800,1800
20240301,0,瑞芳,375487.619,2777331.953,0,0,86400,0,3,1800,1800,1800
20240301,57818,全家陽湖店,354103.453,2775354.051,2,0,86400,600,3,1800,1800,1800
20240301,14540,全家文湖店,354218.55,2775575.067,12,0,86400,600,3,1800,1800,1800
20240301,15377,全家新瑞店,354287.338,2774936.059,1,0,86400,600,3,1800,1800,1800
20240301,0,瑞芳,375487.619,2777331.953,0,0,86400,0,3,1800,1800,1800
